display	candidate_id	best_rank	elixir	research	platform	commercial	company	protocol	wildcard	pareto_roles	flags	dissent
Meter	cand-5eff322a1bd4164e	1302	C/1302	C/1365	C/1344	C/1466	D/1534	C/1407	no	0	4	0
VERA	cand-c7f6d322bc205f26	1302	C/1311	C/1425	C/1371	D/1532	D/1564	C/1302	no	0	3	0
Stitch	cand-864a42c4bf81be05	1303	C/1303	C/1352	C/1399	C/1486	D/1537	C/1390	no	5	4	0
Decline	cand-fd5f8cbed3d05d63	1304	C/1304	C/1366	C/1373	C/1473	D/1512	C/1328	no	0	1	0
Hizki	cand-74ca4108ce610e2f	1305	C/1321	C/1358	C/1398	C/1437	C/1402	C/1305	no	0	0	0
Pillar	cand-14cc3e8d95ceb60a	1305	C/1305	C/1306	C/1322	C/1424	C/1441	C/1313	no	0	4	0
Forum	cand-4eb41a2a9dfe7072	1306	C/1306	C/1458	D/1473	D/1497	D/1533	C/1401	no	0	3	0
Sorry, Not That	cand-c0a612427b4d7900	1306	D/1717	D/1665	D/1619	C/1406	C/1306	D/1731	yes	0	0	0
Semicolon Calculus	cand-e6f126006ce7381f	1307	C/1424	D/1718	D/1568	C/1357	C/1307	D/1696	yes	0	0	0
Revoke	cand-777ac4ea0a6e6f4d	1308	C/1308	D/1508	C/1455	C/1465	D/1501	C/1422	yes	0	2	0
Fixpoint	cand-da67cb57372943e1	1309	C/1309	D/1500	C/1367	C/1410	D/1503	C/1425	no	0	3	0
Talos Rehearsal	cand-90483c1dc08eb524	1310	D/1583	D/1571	D/1506	C/1352	C/1310	D/1556	no	0	0	0
Module Warehouse	cand-6ebd740655b03ab5	1312	C/1422	C/1312	D/1526	D/1538	D/1598	C/1332	yes	0	1	0
Please Do Not Automate	cand-cd0688e5b038db65	1312	D/1794	D/1719	D/1697	C/1418	C/1312	D/1804	yes	6	0	0
Roster	cand-c6836f7ad1c4da8a	1313	C/1327	C/1398	C/1313	C/1472	C/1453	C/1359	no	0	4	0
Quieture	cand-f2982e50e36bbec6	1314	C/1314	C/1318	C/1360	C/1433	C/1399	C/1321	no	0	0	0
Moot	cand-b3253887b19cdcde	1315	C/1315	D/1603	D/1504	C/1483	D/1513	D/1552	no	0	2	0
Namespace Turnstile	cand-b3b45c4493075a23	1315	D/1526	C/1404	C/1376	C/1360	C/1315	C/1445	yes	0	0	0
The Artifact Commons	cand-211b5811b861ca9c	1318	D/1687	D/1592	C/1463	C/1434	C/1318	D/1561	no	0	0	0
A Polite No	cand-59d5e0cc5d2e015c	1319	D/1705	D/1614	D/1695	C/1386	C/1319	D/1728	yes	0	0	0
Kill Switch Contract	cand-1ea32015ec09a029	1320	D/1643	D/1595	D/1586	C/1340	C/1320	D/1656	yes	6	0	0
Access Review Guild	cand-7d3c19e5ce412e8d	1321	D/1661	D/1484	D/1542	C/1376	C/1321	D/1543	no	0	0	0
Hova	cand-b5cd2194add85abb	1322	C/1417	D/1584	C/1421	C/1400	C/1322	C/1417	no	0	1	0
Resume	cand-a83a31320d921b88	1322	C/1322	D/1528	D/1532	D/1656	D/1716	D/1478	yes	0	3	0
Drift Gift	cand-1ceccf5f238dcfef	1323	D/1585	D/1682	D/1563	C/1396	C/1323	D/1645	no	0	0	0
voidable()	cand-e930e4ae7e4206e5	1323	D/1444	C/1323	C/1384	C/1385	C/1352	C/1381	no	0	0	0
Kijiji	cand-bbbec3bd530a0266	1324	C/1324	D/1512	D/1472	D/1622	D/1636	D/1455	no	0	1	0
Adjust	cand-2549c096fc692b12	1325	C/1333	C/1325	D/1484	D/1592	D/1640	C/1345	no	0	3	0
Intermediate Representation	cand-09c35fc694f8b720	1325	D/1539	C/1429	C/1422	D/1560	D/1552	C/1325	no	0	0	0
Mozhika	cand-31c13b6629305386	1326	C/1361	C/1430	C/1326	C/1456	C/1406	C/1355	yes	0	0	0
Results, Not Verdicts	cand-7b5031d5fd8d34d3	1326	D/1742	C/1435	D/1604	C/1390	C/1326	D/1626	no	0	0	0
Routing Table	cand-8d0b7a9df461305d	1326	C/1326	C/1331	D/1635	C/1469	D/1602	C/1379	no	0	0	0
Publigram	cand-e878941a8f617b46	1327	D/1481	D/1539	D/1521	C/1382	C/1327	D/1450	no	0	0	0
Command Post	cand-81143a3488ceafb4	1328	C/1342	D/1504	C/1464	C/1328	C/1381	C/1432	yes	0	0	0
Truchement	cand-85e5f22109dea36d	1328	D/1543	C/1328	D/1483	D/1621	D/1590	C/1377	no	0	0	0
lm.run	cand-d869f7900b884bda	1329	D/1515	C/1329	D/1660	D/1759	D/1826	C/1448	no	0	0	0
Revocare	cand-d7512ae438b0d44d	1329	C/1380	D/1503	C/1396	C/1392	C/1329	C/1421	no	0	0	0
HIVE	cand-7640da40298286a6	1330	C/1330	C/1448	C/1338	C/1427	C/1443	C/1376	no	0	4	0
Relais	cand-7fd1b2bd53e96775	1331	C/1331	C/1390	C/1423	D/1678	D/1720	C/1364	no	0	2	0
Errata	cand-0d0838668315bb2a	1332	C/1332	C/1407	C/1416	D/1579	D/1605	C/1346	no	0	4	0
Pass Manager	cand-7d474614c4563954	1335	C/1338	C/1394	C/1424	D/1550	D/1629	C/1335	no	0	2	0
Place	cand-81df63580cc9ff15	1335	C/1335	C/1440	D/1503	D/1611	D/1618	D/1471	no	0	4	0
Seshat Margin	cand-29a9c3e26d445de2	1336	C/1336	C/1369	C/1374	C/1356	C/1370	C/1368	no	0	0	0
Tools Need Permission	cand-ba2ab79a97d3734f	1337	D/1755	D/1577	D/1677	C/1388	C/1337	D/1704	no	0	0	0
NEST	cand-75ef2e329bdb50d2	1339	C/1339	C/1437	C/1467	D/1606	D/1649	C/1354	no	0	4	0
The Measurable Score	cand-75622aea27402194	1339	D/1789	D/1631	D/1622	C/1482	C/1339	D/1671	no	0	0	0
Formal-ish Systems	cand-3675b19df1fd87eb	1340	D/1510	C/1340	D/1583	D/1557	D/1600	D/1484	yes	0	0	0
Itumelo	cand-98b7f9fde486cba2	1344	D/1479	D/1478	C/1411	C/1408	C/1344	C/1410	no	0	0	0
Howsit	cand-8791ac9486624ae1	1345	C/1345	C/1423	C/1470	D/1528	D/1547	D/1506	no	0	1	0
Xunshu	cand-01e8a614f212bd1d	1346	C/1346	C/1455	C/1348	D/1504	C/1419	C/1361	no	0	0	0
Many Beliefs	cand-8fde540858d8d8e7	1347	D/1624	D/1639	D/1625	C/1417	C/1347	D/1619	no	0	0	0
Maybe, Under Test	cand-fe63fb018c84afa4	1347	D/1620	C/1347	D/1558	D/1500	D/1504	D/1518	no	0	0	0
Access Mode	cand-d60f47b8c9fb75ba	1348	C/1348	C/1410	D/1486	C/1409	C/1450	C/1352	no	6	0	0
Forklift Namespace	cand-0bfa4119b72815b9	1350	D/1517	D/1558	D/1510	C/1380	C/1350	D/1509	no	0	0	0
Proscenium	cand-9a79b8b5b2a4812d	1350	C/1430	C/1402	C/1350	D/1494	D/1473	C/1373	no	0	1	0
Tlatolli	cand-11e4f1e50bf278c5	1351	C/1390	C/1372	C/1351	C/1484	C/1449	C/1358	yes	0	0	0
Jiexu	cand-a53b62c68403fe71	1353	C/1435	C/1463	C/1353	D/1495	C/1394	C/1369	no	0	0	0
Council	cand-a0c7ec73f6d7f2b4	1354	C/1354	C/1420	C/1389	C/1435	C/1457	C/1382	no	0	3	0
Nonway	cand-a25373ba16a79fed	1359	C/1359	D/1564	D/1538	C/1474	C/1461	D/1498	yes	0	0	0
Anima Grove	cand-5eac4484be70760c	1361	D/1542	D/1634	D/1514	C/1425	C/1361	D/1582	no	0	0	0
Attribute	cand-a92bfd02c450af03	1362	D/1482	D/1487	C/1420	D/1636	D/1585	C/1362	no	0	3	0
Laplace	cand-00b38c8bf4329725	1362	C/1389	D/1548	C/1362	C/1377	C/1379	C/1385	no	0	2	0
Ready	cand-b24d6d33736ecd56	1362	C/1362	D/1481	C/1460	D/1554	D/1562	D/1467	no	0	3	0
Daozuo	cand-f841e8449b7a00ad	1363	C/1363	D/1505	C/1438	C/1450	C/1415	D/1466	no	0	0	0
Janus	cand-850ca8e0ec3f2106	1364	D/1473	D/1475	C/1364	D/1533	D/1510	D/1510	no	0	4	0
The Textual Systems Office	cand-18eafe5403f1a27b	1365	D/1792	D/1529	D/1533	D/1517	C/1365	D/1514	no	0	0	0
APR	cand-02b3dce98c618972	1366	C/1366	C/1457	D/1581	D/1789	D/1832	C/1400	no	0	2	0
Erase	cand-5cf46cd89515601e	1367	C/1367	D/1599	D/1541	C/1423	D/1480	D/1551	no	0	2	0
Tabletop	cand-dd7a47c0c9984e92	1369	C/1427	C/1380	C/1369	C/1412	C/1414	C/1391	no	0	3	0
Nepantla	cand-56b09f3032f57106	1370	C/1370	C/1433	C/1413	C/1453	C/1438	C/1420	no	0	0	0
Oryn	cand-1faafca3dea99e07	1372	D/1439	D/1494	C/1417	D/1705	D/1669	C/1372	no	0	3	0
PACT	cand-998a13ae02ef7be3	1372	C/1419	C/1376	C/1372	D/1508	D/1556	C/1386	no	0	4	0
The Shared Notebook	cand-344f379aeebab1dc	1372	D/1722	D/1666	D/1661	C/1443	C/1372	D/1722	no	0	0	0
Wings	cand-44ff30f3c7242b3c	1372	C/1372	D/1601	D/1589	D/1598	D/1579	D/1576	no	0	3	0
Anansi	cand-597acaf0c1079654	1373	C/1373	D/1668	D/1478	D/1639	D/1623	D/1628	no	0	4	0
Keep Many Ways	cand-1fc62ddeb61cd091	1374	D/1788	D/1618	D/1610	D/1561	C/1374	D/1635	no	0	0	0
Eudaimon	cand-81c8d653ceaa3815	1375	C/1421	D/1472	C/1391	D/1488	C/1459	C/1375	yes	0	0	0
GAUGE	cand-a90fd9a9a1e66597	1378	C/1378	D/1547	D/1636	D/1725	D/1820	D/1548	no	0	3	0
Load-Bearing Prompts	cand-c9394a8738772094	1380	D/1729	D/1693	D/1687	C/1383	C/1380	D/1761	no	6	0	0
Morphism	cand-78e5fe1da6897196	1381	C/1381	D/1543	C/1436	D/1604	D/1608	C/1427	no	0	3	0
Practice Run	cand-1d2e2e09552824ff	1381	D/1461	C/1395	D/1572	C/1381	C/1444	D/1495	no	0	0	0
Supervision Tree	cand-851a7b5a224dabf1	1382	C/1382	D/1483	D/1602	D/1567	D/1654	D/1539	no	0	0	0
Bridge	cand-17f29b073143d8cd	1384	C/1399	C/1384	D/1559	D/1591	D/1688	D/1547	no	5	4	0
Revisionist	cand-32e0b79ba99c583f	1384	C/1384	D/1551	C/1461	D/1585	D/1615	D/1491	no	0	2	0
A Commons of Routes	cand-f72c8c253b2374d1	1385	D/1659	C/1413	D/1490	D/1515	C/1385	D/1531	yes	0	0	0
Contract	cand-cc8321d6375c494d	1386	C/1386	D/1491	C/1457	D/1626	D/1701	C/1418	no	0	3	0
Germinal	cand-7dcea739e25892b6	1386	D/1524	D/1498	C/1386	D/1545	D/1474	D/1515	no	0	1	0
No Flag Required	cand-f7b69f7b44431dde	1386	D/1753	D/1669	D/1671	D/1502	C/1386	D/1727	yes	0	0	0
Splinch	cand-3e1b31918153a250	1387	C/1387	D/1637	D/1498	D/1522	D/1476	D/1520	no	0	0	0
Trellis	cand-3a4ad37e305ff3bb	1388	C/1411	C/1388	C/1451	D/1514	D/1559	D/1469	no	0	4	0
SEM-0	cand-1486aa2e2afa2b80	1389	D/1451	C/1418	C/1440	D/1506	D/1515	C/1389	no	0	0	0
Stop Here	cand-351a8bbca3481a1d	1390	D/1606	D/1517	D/1617	C/1436	C/1390	D/1608	no	0	0	0
Olympus CI	cand-0bd3b0c913bbaaf0	1391	D/1558	D/1632	D/1549	C/1391	C/1416	D/1589	yes	0	0	0
Escort	cand-a448294a6283de8a	1392	C/1392	D/1659	D/1601	D/1628	D/1668	D/1620	yes	0	1	0
P|Tree	cand-18e39fd5cf7e6be9	1393	C/1393	D/1501	D/1590	D/1711	D/1762	D/1659	yes	0	1	0
Ziranic	cand-98b2c90af77c65dd	1393	D/1471	D/1532	C/1400	C/1463	C/1393	C/1429	no	0	0	0
Terpsichore	cand-9725dde3671f41d5	1394	D/1512	C/1438	C/1394	D/1551	C/1455	C/1428	no	0	0	0
Métron	cand-46c99bd289a99085	1395	C/1395	C/1409	C/1397	D/1556	D/1577	D/1483	no	0	3	0
One Step at a Time	cand-ac91c34dcbbc3e10	1396	D/1623	C/1428	D/1630	C/1399	C/1396	D/1654	no	0	0	0
Every Prompt Has a Scaffold	cand-c604b6963bbe06c3	1397	D/1816	D/1711	D/1737	C/1446	C/1397	D/1797	no	6	0	0
Throttle	cand-2a4542aea2e6742f	1397	C/1397	D/1523	D/1519	D/1578	D/1645	D/1468	no	0	4	0
Pas de Deux	cand-b48bbf09b22df3eb	1398	D/1653	D/1587	D/1523	D/1509	C/1398	D/1596	no	0	0	0
Repairity	cand-e69734026ea4447f	1400	D/1541	D/1525	D/1475	C/1464	C/1400	D/1472	no	0	0	0
Bridge Without a Center	cand-a19b37712d53e1a6	1403	D/1798	D/1596	D/1614	D/1566	C/1403	D/1667	yes	5	0	0
Care	cand-f9ed2b54fd72ac16	1405	C/1405	D/1604	C/1449	C/1455	C/1422	D/1529	no	5	3	0
Cohortgrid	cand-93d715c90e600da0	1405	D/1639	D/1745	D/1644	C/1476	C/1405	D/1651	yes	0	0	0
NULL/OK	cand-fa7c32bff5d57755	1406	D/1625	C/1406	D/1584	D/1662	D/1679	C/1447	no	0	0	0
Workwatch	cand-30443254d29f120e	1406	C/1406	D/1598	D/1511	D/1610	D/1651	D/1497	yes	0	2	0
Check	cand-20f65c28671b4093	1407	C/1407	C/1442	D/1692	D/1728	D/1821	D/1511	no	0	3	0
Panopticon	cand-d462a0c605b3cfc8	1409	C/1409	D/1695	D/1597	D/1638	D/1700	D/1650	yes	0	3	0
Liskov Ledger	cand-466afaec7d2af950	1410	D/1626	D/1728	D/1640	C/1480	C/1410	D/1707	no	0	0	0
WIT	cand-939df4a72606636c	1410	C/1410	D/1506	C/1410	D/1635	D/1630	D/1476	no	0	4	0
Check In	cand-0630e40913146a92	1415	D/1537	C/1415	D/1603	C/1460	D/1492	D/1524	no	6	1	0
THREAD	cand-39200d1e8a8dbbb6	1415	C/1415	D/1609	D/1539	D/1642	D/1657	D/1496	no	0	3	0
Cooperate	cand-30a9caa9170d230f	1418	C/1418	D/1474	D/1579	D/1624	D/1671	D/1487	no	0	1	0
Growth Debt	cand-0ea4494dae9ba339	1420	D/1593	D/1628	D/1591	C/1440	C/1420	D/1603	yes	0	0	0
Wait for Consent	cand-42598d4d99785fd3	1425	D/1763	D/1709	D/1728	D/1492	C/1425	D/1764	no	0	0	0
fork/no-fork	cand-b9c16972fe5f0151	1426	D/1611	C/1439	C/1426	D/1516	C/1442	C/1434	no	0	0	0
Gemach	cand-d6a3af37f2cb6428	1426	D/1525	C/1451	D/1544	D/1577	D/1553	C/1426	no	0	0	0
Steady	cand-57e1f047b30bdadc	1426	C/1426	D/1641	D/1560	D/1570	D/1563	D/1562	no	0	3	0
Keyboard First	cand-f197b482ae19e362	1429	D/1737	D/1680	D/1712	D/1523	C/1429	D/1687	no	0	0	0
Musubi	cand-9a892562e86e35a6	1429	C/1429	D/1622	D/1564	D/1723	D/1741	D/1616	no	0	4	0
Data Custody	cand-6fcafba069ebe8fa	1431	D/1528	D/1495	C/1458	C/1448	C/1458	C/1431	no	0	0	0
Multiphase Memory	cand-342a8529d96d6882	1431	D/1567	D/1496	D/1529	C/1451	C/1431	D/1544	no	0	0	0
Remainder	cand-9fad7c57062b0877	1431	C/1431	D/1469	D/1497	D/1547	D/1528	D/1452	no	0	1	0
DSEx.Nova	cand-43b08369f77218ed	1432	C/1432	D/1489	D/1499	D/1549	D/1566	C/1440	yes	0	0	0
Rukunet	cand-ff13d7f0cd0d317a	1432	D/1450	D/1533	D/1492	C/1461	C/1432	D/1507	no	0	0	0
Gapter	cand-627ab0fc10955abb	1433	D/1475	D/1468	D/1520	D/1552	D/1522	C/1433	no	0	0	0
Affect-Aware Evaluation	cand-47d3700cfec9900c	1434	D/1735	C/1434	D/1608	D/1587	D/1569	C/1437	yes	0	0	0
Mender	cand-33e1317ffcb18951	1434	C/1434	D/1612	D/1578	D/1539	D/1539	D/1588	no	0	2	0
Lyceum Assembly	cand-06a8fc3d380fd53d	1435	D/1709	D/1621	D/1576	D/1511	C/1435	D/1595	no	0	0	0
Drafture	cand-12373d7f8aeeb1e5	1436	D/1538	D/1502	D/1494	D/1531	D/1472	C/1436	yes	0	0	0
Sederu	cand-558edc3d5d132098	1436	D/1436	D/1568	C/1466	D/1493	D/1468	D/1505	no	0	0	0
Hevruta	cand-29e70100fc62c2e9	1437	D/1437	D/1574	D/1556	D/1605	D/1619	D/1566	no	0	0	0
Model Railway	cand-6f5cf34904651117	1437	D/1667	D/1720	D/1681	C/1459	C/1437	D/1713	yes	0	0	0
Omnilo	cand-c05f40b4150933b5	1439	D/1535	D/1674	D/1527	D/1527	C/1439	D/1559	no	0	0	0
Hesheng	cand-beca44f84f1d9ae4	1441	D/1442	D/1490	D/1476	C/1485	C/1448	C/1441	yes	0	0	0
Tranloss	cand-1ecfd90ded8da525	1443	D/1443	D/1499	D/1540	D/1646	D/1678	D/1460	no	0	0	0
OTPX	cand-9d37801647993d42	1445	D/1445	D/1611	D/1716	D/1816	D/1846	D/1602	yes	0	2	0
PROGRAM{MEANING}	cand-ef94f751facf1fc4	1445	D/1711	C/1445	D/1552	D/1645	D/1597	D/1490	no	0	0	0
Build the Boring Part	cand-75399fa52e1815b0	1447	D/1638	D/1467	D/1647	C/1457	C/1447	D/1676	yes	0	0	0
Posterior	cand-00ff6f13379089e6	1448	D/1448	D/1593	D/1477	D/1525	D/1558	D/1457	no	0	2	0
R/Start	cand-bfd99a82e63d9db6	1450	D/1540	C/1450	D/1585	D/1629	D/1637	D/1569	yes	0	0	0
Scores Need Witnesses	cand-e31e10452bd857ac	1451	D/1900	D/1780	D/1801	D/1562	C/1451	D/1840	yes	6	0	0
Converge	cand-54caafa49296ec47	1452	D/1452	D/1688	D/1652	D/1677	D/1765	D/1637	no	0	3	0
Pass It On	cand-0b0a4d40e6ebb481	1452	D/1691	D/1576	D/1643	D/1513	C/1452	D/1633	no	0	1	0
Benchmarks	cand-cb1d2fdcc86ce72a	1453	D/1553	C/1453	D/1667	D/1688	D/1770	D/1453	no	0	2	0
Canopy	cand-fee5dfd46b125f37	1453	D/1453	D/1519	D/1513	D/1597	D/1607	D/1493	yes	0	4	0
No More Better	cand-8abab7dae6c251c4	1454	D/1828	D/1782	D/1762	D/1580	C/1454	D/1811	yes	6	0	0
Workshop	cand-ee510d1a07ac7e64	1454	D/1497	C/1454	D/1502	D/1565	D/1583	D/1501	no	0	4	0
Memento	cand-fe432cb211dac676	1460	D/1460	D/1585	D/1500	D/1546	D/1555	D/1480	no	0	4	0
Relievery	cand-e30890bfee78a2ff	1460	D/1476	D/1554	D/1536	C/1487	C/1460	D/1499	no	0	0	0
Quorum	cand-5f09ae9ab8cfe6c9	1461	D/1480	D/1578	D/1512	D/1607	D/1624	D/1461	no	0	3	0
run<-eval	cand-84f8104893e4cdf3	1461	D/1669	C/1461	D/1637	D/1710	D/1738	D/1615	yes	0	0	0
Alembic	cand-8249d2c3468df10e	1462	D/1488	D/1514	C/1462	D/1599	D/1584	D/1465	no	0	4	0
beam://prog	cand-1e6777a66f076828	1462	D/1521	C/1462	D/1641	D/1679	D/1692	D/1597	no	0	0	0
The Shift	cand-6d66b40f28947570	1462	D/1550	D/1553	D/1546	D/1491	D/1462	D/1530	yes	0	0	0
Manifold	cand-4dd5b6e2bf3bfd4f	1463	D/1584	D/1524	D/1565	D/1682	D/1728	D/1463	yes	0	4	0
Noh	cand-a45e00e9a63cc541	1463	D/1463	D/1673	D/1571	D/1712	D/1713	D/1613	yes	0	2	0
Inari	cand-039fc3bf936c9105	1464	D/1464	D/1651	D/1522	D/1659	D/1665	D/1583	no	0	3	0
Metrics Choose the Winner	cand-72267b8427bd270e	1465	D/1809	D/1530	D/1710	D/1501	D/1465	D/1686	no	0	0	0
Ada's Footnote	cand-e54072b1b82bd5f7	1466	D/1744	D/1573	D/1588	D/1526	D/1466	D/1630	no	0	0	0
code/ns	cand-2acd78e146a742d9	1466	D/1675	D/1466	D/1582	D/1736	D/1743	D/1523	no	0	0	0
Module Ledger	cand-389e6ec77ba8120f	1467	D/1490	D/1635	D/1676	C/1467	D/1574	D/1572	yes	0	0	0
Disclose	cand-99d79cff2cb32aac	1468	D/1468	D/1654	D/1547	D/1600	D/1581	D/1567	no	0	3	0
Gameboard	cand-bf9f83a1d15c959f	1469	D/1469	D/1594	D/1600	D/1623	D/1653	D/1557	no	0	3	0
Meaning	cand-e409bfc6fe798c2e	1469	D/1536	D/1677	C/1469	D/1574	D/1518	D/1565	no	0	2	0
ORBIT	cand-4fa1a13ac468ac49	1470	D/1470	D/1613	D/1577	D/1663	D/1697	D/1538	no	0	4	0
The Ninth Muse	cand-289f27258b2e400f	1470	D/1877	D/1858	D/1768	D/1619	D/1470	D/1836	yes	0	0	0
Tamusni	cand-1716c26c936a5e39	1474	D/1474	D/1591	D/1487	D/1544	D/1490	D/1528	no	0	0	0
Tlacuilo	cand-dadf7bff4ec2d65f	1474	D/1511	D/1549	D/1474	D/1573	D/1506	D/1546	no	0	0	0
Duhem-Quine	cand-cd32bc0fc6ed44d3	1475	D/1696	D/1515	D/1537	D/1603	D/1475	D/1540	no	0	0	0
Follow Beside	cand-ef30eb14e3be60e0	1477	D/1596	D/1477	D/1587	D/1529	D/1479	D/1560	no	0	0	0
Run/0	cand-871d6d04daf1b5d7	1477	D/1477	D/1556	D/1653	D/1601	D/1610	D/1660	no	0	0	0
Game Senate	cand-01fa4bdf0c5c22fc	1478	D/1701	D/1753	D/1683	D/1571	D/1478	D/1720	yes	0	0	0
From Signature to Rehearsal	cand-3dc4b08d99036fbd	1480	D/1764	D/1480	D/1698	D/1576	D/1570	D/1662	no	0	0	0
Fayan	cand-a811bff38d9ec9d8	1484	D/1484	D/1644	D/1575	D/1548	D/1530	D/1599	no	0	0	0
Try This	cand-a15c66b403b0277e	1486	D/1486	D/1541	D/1628	D/1609	D/1655	D/1632	no	0	1	0
PRV	cand-4ea01d3347cdbd16	1487	D/1487	D/1511	D/1672	D/1829	D/1860	D/1500	no	0	1	0
Freight Compiler	cand-a4cdf3de30c21662	1489	D/1748	D/1794	D/1713	D/1569	D/1489	D/1746	no	0	0	0
plural://beam	cand-7f2d3403e3050fb5	1489	D/1516	D/1560	D/1489	D/1650	D/1599	D/1542	no	0	0	0
Kintsugi	cand-eb777bd61e47f0f6	1491	D/1613	D/1664	D/1491	D/1666	D/1609	D/1587	yes	0	3	0
Return	cand-7187f0675eb38279	1491	D/1491	D/1510	D/1609	D/1627	D/1634	D/1570	no	0	2	0
Peer Review	cand-4c887fd869d8ca86	1492	D/1615	D/1509	D/1626	D/1541	D/1550	D/1492	no	0	0	0
Credal	cand-57c3a9984936cca7	1494	D/1494	D/1648	D/1554	D/1618	D/1612	D/1598	no	0	1	0
Nachsorge	cand-b0ecfc16bffd468b	1494	D/1594	D/1645	D/1548	D/1564	D/1494	D/1593	yes	0	0	0
Riff	cand-85b83ca4ec180810	1495	D/1495	D/1520	D/1535	D/1559	D/1560	D/1605	yes	0	4	0
Carbon-Cost Account	cand-5a5c779abbecf65e	1496	D/1761	D/1646	D/1674	D/1572	D/1496	D/1617	yes	0	0	0
Form	cand-07397d633f25a710	1501	D/1501	D/1570	D/1632	D/1726	D/1764	D/1564	no	0	4	0
Dijkstra Trace	cand-60b71d6489da3276	1503	D/1503	D/1546	D/1595	D/1568	D/1620	D/1575	no	0	0	0
Halte	cand-9059de4c26a7c483	1503	D/1554	D/1561	D/1525	D/1660	D/1616	D/1503	no	0	1	0
Kutluq	cand-546f05e1d40c6e66	1505	D/1651	D/1705	D/1561	D/1632	D/1505	D/1639	no	0	0	0
Pair	cand-47d8bd46877831cc	1506	D/1506	D/1566	D/1555	D/1537	D/1529	D/1526	no	0	3	0
Switchyard Gospel	cand-c78fcc0eb2cbb2e4	1507	D/1612	D/1730	D/1658	D/1542	D/1507	D/1712	yes	0	0	0
Owner's Metric	cand-53e803d03f397a5b	1508	D/1726	D/1620	D/1659	D/1543	D/1508	D/1669	yes	0	0	0
Lex	cand-15e38a21669d3adc	1509	D/1509	D/1713	D/1705	D/1747	D/1795	D/1674	no	0	3	0
Out of Distribution	cand-ab7e79ac76c06d98	1509	D/1790	D/1559	D/1574	D/1581	D/1509	D/1535	no	0	0	0
R/0	cand-dd191696e15e2ee2	1513	D/1670	D/1555	D/1545	D/1676	D/1601	D/1513	yes	0	0	0
lm://graph	cand-a0165feb4062d383	1516	D/1765	D/1565	D/1606	D/1732	D/1721	D/1516	no	0	0	0
Diwaqa	cand-4d45553f1b1d7c34	1517	D/1645	D/1737	D/1615	D/1612	D/1517	D/1683	no	0	0	0
Scribe	cand-ffb301e28a65f304	1518	D/1579	D/1518	D/1598	D/1608	D/1650	D/1606	no	0	4	0
Broadcast Tower	cand-ae709620e784e337	1519	D/1629	D/1786	D/1721	D/1520	D/1519	D/1742	no	0	0	0
Trace/0	cand-2ff8bc76b859dc62	1519	D/1519	D/1534	D/1679	D/1651	D/1694	D/1709	no	0	0	0
Seshat	cand-8c9ae7be237773df	1524	D/1582	D/1606	D/1524	D/1680	D/1686	D/1594	no	0	4	0
Wage Trace	cand-3ebe43e29af9ed5c	1524	D/1734	D/1829	D/1742	D/1602	D/1524	D/1766	no	0	0	0
Traceparent	cand-517a42778cb62c11	1529	D/1529	D/1769	D/1764	D/1787	D/1829	D/1739	no	0	2	0
Wait	cand-716ecabb45ac6a88	1530	D/1530	D/1580	D/1613	D/1652	D/1639	D/1554	no	0	3	0
Expire	cand-b2dae5aed5b773b6	1533	D/1533	D/1656	D/1649	D/1631	D/1642	D/1634	no	0	3	0
RMP	cand-a0ba73e0de7d495a	1534	D/1581	D/1600	D/1706	D/1845	D/1872	D/1534	no	0	3	0
Container Prefix	cand-34c6fb819693d7c3	1535	D/1563	D/1633	D/1618	D/1555	D/1535	D/1536	no	0	0	0
Human in the Loop	cand-02ca7514a4c9836a	1535	D/1768	D/1535	D/1726	D/1648	D/1696	D/1621	yes	0	0	0
The Palladio Project	cand-028ef5ce1459186e	1543	D/1812	D/1723	D/1646	D/1654	D/1543	D/1736	yes	0	0	0
Shamba	cand-930bd1c230c6dbb0	1544	D/1572	D/1679	D/1605	D/1583	D/1544	D/1618	no	0	0	0
Jigyasa	cand-91b49e6039362cd7	1545	D/1589	D/1581	D/1593	D/1584	D/1545	D/1581	yes	0	0	0
Triage	cand-0f916789d300a986	1545	D/1545	D/1572	D/1642	D/1724	D/1803	D/1590	no	0	4	0
Humane Automation	cand-bbdd2ef2b29917c0	1546	D/1690	D/1704	D/1684	D/1575	D/1546	D/1684	yes	0	0	0
PACE	cand-19b87ac5ecb1afe2	1546	D/1546	D/1579	D/1629	D/1658	D/1693	D/1604	yes	0	4	0
Mishpatu	cand-1b984522283f3b45	1548	D/1656	D/1672	D/1607	D/1641	D/1548	D/1629	yes	0	0	0
Bespoke	cand-ba86c3e52a81fe02	1549	D/1549	D/1660	D/1634	D/1687	D/1717	D/1571	yes	0	3	0
Not Yet	cand-4ddf3eb12b63266b	1549	D/1698	D/1683	D/1715	D/1590	D/1549	D/1716	yes	0	0	0
PNS	cand-128214ff83a2ea92	1549	D/1565	D/1623	D/1765	D/1867	D/1907	D/1549	no	0	3	0
Taskmaster	cand-52ecca5135d5521e	1551	D/1551	D/1714	D/1665	D/1715	D/1771	D/1644	yes	0	4	0
Ordnung	cand-04d2a8cf88acdc3e	1552	D/1552	D/1662	D/1662	D/1721	D/1753	D/1649	no	0	2	0
